Time (s),ECG (mV)
0.502,-0.0031411131218319396
0.504,-0.006279349820730406
0.506,-0.009411837510667499
0.508,-0.012535711274014753
0.51,-0.015648117682217584
0.512,-0.018746218600262328
0.514,-0.0218271949695691
0.516,-0.02488825056397324
0.518,-0.027926615713497492
0.52,-0.030939550990664293
0.522,-0.03392435085414698
0.524,-0.03687834724462233
0.526,-0.03979891312775495
0.528,-0.04268346597931568
0.53,-0.04552947120752231
0.532,-0.04833444550777853
0.534,-0.05109596014508143
0.536,-0.05381164415947315
0.538,-0.05647918749002029
0.54,-0.059096344012919966
0.542,-0.061660934489453964
0.544,-0.06417084941964121
0.546,-0.06662405179757004
0.548,-0.06901857976453446
0.55,-0.07135254915624215
0.552,-0.07362415594051161
0.554,-0.07583167854203327
0.556,-0.077973480050928
0.558,-0.08004801031200234
0.56,-0.08205380789176882
0.562,-0.08398950192047366
0.5640000000000001,-0.08585381380655088
0.5660000000000001,-0.08764555882110353
0.5680000000000001,-0.08936364755019727
0.5700000000000001,-0.09100708721293885
0.5720000000000001,-0.09257498284350299
0.5740000000000001,-0.09406653833546354
0.5760000000000001,-0.0954810573469814
0.578,-0.09681794406559824
0.58,-0.09807670383158508
0.582,-0.09925694361899415
0.584,-0.10035837237376685
0.586,-0.1013808012084515
0.588,-0.10232414345328816
0.59,-0.10318841456362354
0.592,-0.10397373188382034
0.594,-0.10468031426803112
0.596,-0.10530848155840933
0.598,-0.10585865392153107
0.6,-0.106331351044005
0.602,-0.10672719118844558
0.604,-0.10704689011118344
0.606,-0.10729125984328321
0.608,-0.10746120733663325
0.61,-0.1075577329770622
0.612,-0.10758192896662702
0.614,-0.10753497757740274
0.616,-0.10741814927928439
0.618,-0.10723280074449422
0.62,-0.10698037273165836
0.622,-0.10666238785248963
0.624,-0.10628044822428026
0.626,-0.1058362330115688
0.628,-0.10533149586050325
0.63,-0.10476806222957563
0.632,-0.10414782662054768
0.634,-0.10347274971353157
0.636,-0.10274485541032384
0.638,-0.10196622779022015
0.64,-0.10113900798266467
0.642,-0.10026539096120397
0.644,-0.09934762226332611
0.646,-0.09838799464087354
0.648,-0.09738884464581349
0.65,-0.09635254915624214
0.652,-0.09528152184758464
0.654,-0.09417820961402898
0.656,-0.09304508894530167
0.658,-0.09188466226395833
0.66,-0.09069945422841673
0.662,-0.0894920080070064
0.664,-0.08826488152835366
0.666,-0.08702064371345114
0.668,-0.0857618706947857
0.67,-0.08449114202792064
0.672,-0.08321103690093458
0.674,-0.08192413034712256
0.676,-0.08063298946636253
0.678,-0.07934016966053437
0.68,-0.07804821088835925
0.682,-0.07675963394500071
0.684,-0.07547693677173126
0.686,-0.07420259080092452
0.6880000000000001,-0.07293903734158563
0.6900000000000001,-0.07168868401057149
0.6920000000000001,-0.07045390121458682
0.6940000000000001,-0.06923701868797279
0.6960000000000001,-0.06804032209122166
0.6980000000000001,-0.06686604967506506
0.7000000000000001,-0.06571638901489164
0.7020000000000001,-0.06459347382014756
0.704,-0.06349938082326542
0.706,-0.06243612675255737
0.708,-0.061405665393384955
0.71,-0.06040988474179258
0.712,-0.05945060425466222
0.714,-0.05852957220030658
0.716,-0.057648463113275566
0.718,-0.05680887535700333
0.72,-0.05601232879776814
0.722,-0.05526026259327881
0.724,-0.05455403309903913
0.726,-0.05389491189547286
0.728,-0.053284083938619276
0.73,-0.05272264583703521
0.732,-0.05221160425735763
0.734,-0.051751874460797896
0.736,-0.05134427897265356
0.738,-0.05098954638673255
0.74,-0.05068831030639274
0.742,-0.050441108423706055
0.744,-0.05024838173805851
0.746,-0.050110473915299304
0.748,-0.05002763078835215
0.75,-0.05
0.752,-0.05002763078835215
0.754,-0.0501104739152993
0.756,-0.050248381738058505
0.758,-0.05044110842370604
0.76,-0.05068831030639273
0.762,-0.05098954638673254
0.764,-0.05134427897265355
0.766,-0.05175187446079788
0.768,-0.0522116042573576
0.77,-0.052722645837035204
0.772,-0.05328408393861925
0.774,-0.05389491189547283
0.776,-0.05455403309903912
0.778,-0.055260262593278785
0.78,-0.056012328797768116
0.782,-0.0568088753570033
0.784,-0.05764846311327553
0.786,-0.05852957220030654
0.788,-0.05945060425466218
0.79,-0.06040988474179255
0.792,-0.06140566539338491
0.794,-0.062436126752557344
0.796,-0.0634993808232654
0.798,-0.06459347382014759
0.8,-0.06571638901489169
0.802,-0.06686604967506507
0.804,-0.06804032209122166
0.806,-0.0692370186879728
0.808,-0.07045390121458683
0.81,-0.07168868401057149
0.812,-0.07293903734158574
0.8140000000000001,-0.07420259080092452
0.8160000000000001,-0.0754769367717313
0.8180000000000001,-0.07675963394500084
0.8200000000000001,-0.07804821088835925
0.8220000000000001,-0.07934016966053438
0.8240000000000001,-0.08063298946636265
0.8260000000000001,-0.08192413034712259
0.8280000000000001,-0.08321103690093458
0.8300000000000001,-0.08449114202792075
0.8320000000000001,-0.08576187069478572
0.834,-0.08702064371345111
0.836,-0.08826488152835361
0.838,-0.08949200800700637
0.84,-0.0906994542284167
0.842,-0.0918846622639583
0.844,-0.09304508894530161
0.846,-0.09417820961402895
0.848,-0.0952815218475846
0.85,-0.09635254915624201
0.852,-0.09738884464581347
0.854,-0.09838799464087358
0.856,-0.09934762226332598
0.858,-0.10026539096120396
0.86,-0.10113900798266473
0.862,-0.10196622779022005
0.864,-0.10274485541032383
0.866,-0.10347274971353163
0.868,-0.10414782662054758
0.87,-0.1047680622295756
0.872,-0.10533149586050328
0.874,-0.10583623301156869
0.876,-0.10628044822428027
0.878,-0.10666238785248966
0.88,-0.1069803727316583
0.882,-0.1072328007444942
0.884,-0.10741814927928439
0.886,-0.10753497757740269
0.888,-0.10758192896662702
0.89,-0.10755773297706217
0.892,-0.10746120733663317
0.894,-0.10729125984328325
0.896,-0.10704689011118348
0.898,-0.10672719118844559
0.9,-0.10633135104400501
0.902,-0.10585865392153107
0.904,-0.10530848155840933
0.906,-0.10468031426803115
0.908,-0.10397373188382031
0.91,-0.10318841456362352
0.912,-0.10232414345328816
0.914,-0.10138080120845155
0.916,-0.10035837237376691
0.918,-0.09925694361899418
0.92,-0.09807670383158512
0.922,-0.09681794406559827
0.924,-0.09548105734698134
0.926,-0.09406653833546347
0.928,-0.09257498284350296
0.93,-0.09100708721293879
0.932,-0.08936364755019724
0.934,-0.08764555882110353
0.936,-0.08585381380655085
0.9380000000000001,-0.08398950192047361
0.9400000000000001,-0.08205380789176872
0.9420000000000001,-0.08004801031200229
0.9440000000000001,-0.07797348005092794
0.9460000000000001,-0.07583167854203315
0.9480000000000001,-0.07362415594051154
0.9500000000000001,-0.0713525491562421
0.9520000000000001,-0.06901857976453438
0.9540000000000001,-0.06662405179757001
0.9560000000000001,-0.06417084941964118
0.9580000000000001,-0.06166093448945387
0.96,-0.059096344012919966
0.962,-0.05647918749002043
0.964,-0.053811644159473225
0.966,-0.051095960145081436
0.968,-0.04833444550777864
0.97,-0.04552947120752235
0.972,-0.04268346597931563
0.974,-0.03979891312775516
0.976,-0.03687834724462246
0.978,-0.03392435085414698
0.98,-0.030939550990664463
0.982,-0.027926615713497575
0.984,-0.024888250563973244
0.986,-0.021827194969569273
0.988,-0.018746218600262377
0.99,-0.015648117682217542
0.992,-0.012535711274014975
0.994,-0.009411837510667636
0.996,-0.00627934982073041
0.998,-0.00314111312183212
1.0,-6.123233995736766e-17
1.002,0.0031411131218319977
1.004,0.006279349820730288
1.006,0.009411837510667513
1.008,0.012535711274014854
1.01,0.01564811768221742
1.012,0.01874621860026225
1.014,0.021827194969569155
1.016,0.024888250563973126
1.018,0.027926615713497457
1.02,0.03093955099066435
1.022,0.03392435085414687
1.024,0.03687834724462235
1.026,0.03979891312775505
1.028,0.04268346597931552
1.03,0.04552947120752224
1.032,0.04833444550777853
1.034,0.051095960145081325
1.036,0.05381164415947312
1.038,0.05647918749002032
1.04,0.059096344012919876
1.042,0.061660934489453964
1.044,0.06417084941964128
1.046,0.06662405179757
1.048,0.0690185797645344
1.05,0.07135254915624212
1.052,0.07362415594051153
1.054,0.07583167854203327
1.056,0.07797348005092802
1.058,0.08004801031200229
1.06,0.0820538078917688
1.062,0.08398950192047369
1.064,0.08585381380655087
1.066,0.08764555882110346
1.068,0.08936364755019721
1.07,0.0910070872129388
1.072,0.09257498284350296
1.074,0.09406653833546352
1.076,0.09548105734698137
1.078,0.0968179440655983
1.08,0.09807670383158515
1.082,0.0992569436189942
1.084,0.10035837237376688
1.086,0.10138080120845151
1.088,0.1023241434532882
1.09,0.10318841456362356
1.092,0.10397373188382032
1.094,0.10468031426803118
1.096,0.10530848155840938
1.098,0.10585865392153107
1.1,0.10633135104400507
1.102,0.10672719118844565
1.104,0.10704689011118343
1.106,0.10729125984328325
1.108,0.10746120733663325
1.11,0.10755773297706213
1.112,0.1075819289666271
1.114,0.10753497757740275
1.116,0.10741814927928435
1.118,0.10723280074449429
1.12,0.10698037273165838
1.122,0.10666238785248955
1.124,0.10628044822428018
1.1260000000000001,0.10583623301156878
1.1280000000000001,0.10533149586050324
1.1300000000000001,0.10476806222957555
1.1320000000000001,0.10414782662054768
1.1340000000000001,0.10347274971353156
1.1360000000000001,0.10274485541032377
1.1380000000000001,0.10196622779022015
1.1400000000000001,0.10113900798266462
1.1420000000000001,0.10026539096120383
1.1440000000000001,0.09934762226332608
1.1460000000000001,0.09838799464087353
1.1480000000000001,0.09738884464581339
1.1500000000000001,0.09635254915624211
1.1520000000000001,0.09528152184758461
1.154,0.0941782096140291
1.156,0.0930450889453017
1.158,0.09188466226395839
1.16,0.09069945422841687
1.162,0.08949200800700645
1.164,0.08826488152835377
1.166,0.08702064371345133
1.168,0.08576187069478576
1.17,0.08449114202792071
1.172,0.08321103690093473
1.174,0.08192413034712263
1.176,0.0806329894663626
1.178,0.07934016966053453
1.18,0.07804821088835931
1.182,0.07675963394500081
1.184,0.07547693677173144
1.186,0.07420259080092456
1.188,0.0729390373415857
1.19,0.07168868401057164
1.192,0.07045390121458689
1.194,0.06923701868797286
1.196,0.06804032209122178
1.198,0.0668660496750651
1.2,0.06571638901489173
1.202,0.06459347382014771
1.204,0.06349938082326542
1.206,0.062436126752557386
1.208,0.06140566539338502
1.21,0.0604098847417926
1.212,0.05945060425466221
1.214,0.05852957220030663
1.216,0.05764846311327557
1.218,0.056808875357003345
1.22,0.05601232879776819
1.222,0.05526026259327882
1.224,0.05455403309903914
1.226,0.05389491189547291
1.228,0.053284083938619276
1.23,0.05272264583703522
1.232,0.05221160425735766
1.234,0.0517518744607979
1.236,0.05134427897265357
1.238,0.05098954638673258
1.24,0.050688310306392745
1.242,0.050441108423706055
1.244,0.050248381738058526
1.246,0.050110473915299304
1.248,0.05002763078835215
1.25,0.05
1.252,0.05002763078835215
1.254,0.0501104739152993
1.256,0.05024838173805851
1.258,0.05044110842370604
1.26,0.050688310306392724
1.262,0.05098954638673256
1.264,0.05134427897265355
1.266,0.051751874460797875
1.268,0.05221160425735763
1.27,0.0527226458370352
1.272,0.05328408393861924
1.274,0.053894911895472894
1.276,0.05455403309903911
1.278,0.05526026259327878
1.28,0.05601232879776814
1.282,0.05680887535700329
1.284,0.05764846311327552
1.286,0.05852957220030659
1.288,0.0594506042546622
1.29,0.060409884741792534
1.292,0.061405665393385
1.294,0.06243612675255734
1.296,0.0634993808232654
1.298,0.06459347382014763
1.3,0.06571638901489167
1.302,0.06686604967506501
1.304,0.06804032209122174
1.306,0.06923701868797283
1.308,0.07045390121458682
1.31,0.07168868401057162
1.312,0.07293903734158565
1.314,0.07420259080092453
1.316,0.07547693677173134
1.318,0.07675963394500074
1.32,0.07804821088835921
1.322,0.07934016966053446
1.324,0.08063298946636249
1.326,0.08192413034712258
1.328,0.0832110369009347
1.33,0.08449114202792064
1.332,0.08576187069478575
1.334,0.08702064371345122
1.336,0.08826488152835368
1.338,0.08949200800700634
1.34,0.09069945422841683
1.342,0.09188466226395828
1.344,0.09304508894530164
1.346,0.09417820961402912
1.348,0.09528152184758462
1.35,0.09635254915624218
1.352,0.09738884464581357
1.354,0.09838799464087358
1.356,0.0993476222633261
1.358,0.10026539096120404
1.36,0.10113900798266462
1.362,0.10196622779022013
1.364,0.10274485541032397
1.366,0.10347274971353156
1.368,0.10414782662054772
1.37,0.10476806222957569
1.372,0.10533149586050328
1.374,0.10583623301156875
1.3760000000000001,0.10628044822428033
1.3780000000000001,0.10666238785248952
1.3800000000000001,0.10698037273165834
1.3820000000000001,0.10723280074449432
1.3840000000000001,0.10741814927928432
1.3860000000000001,0.1075349775774028
1.3880000000000001,0.10758192896662705
1.3900000000000001,0.10755773297706217
1.3920000000000001,0.10746120733663318
1.3940000000000001,0.10729125984328326
1.3960000000000001,0.10704689011118335
1.3980000000000001,0.10672719118844558
1.4000000000000001,0.10633135104400507
1.4020000000000001,0.10585865392153102
1.4040000000000001,0.10530848155840938
1.4060000000000001,0.10468031426803111
1.408,0.10397373188382042
1.41,0.1031884145636236
1.412,0.10232414345328832
1.414,0.10138080120845155
1.416,0.100358372373767
1.418,0.09925694361899419
1.42,0.0980767038315852
1.422,0.0968179440655983
1.424,0.09548105734698142
1.426,0.09406653833546368
1.428,0.09257498284350305
1.43,0.09100708721293896
1.432,0.0893636475501973
1.434,0.08764555882110363
1.436,0.08585381380655088
1.438,0.08398950192047377
1.44,0.0820538078917688
1.442,0.08004801031200239
1.444,0.07797348005092805
1.446,0.07583167854203336
1.448,0.07362415594051172
1.45,0.07135254915624224
1.452,0.0690185797645346
1.454,0.06662405179757003
1.456,0.06417084941964141
1.458,0.06166093448945402
1.46,0.059096344012919994
1.462,0.056479187490020365
1.464,0.05381164415947326
1.466,0.051095960145081554
1.468,0.04833444550777866
1.47,0.045529471207522466
1.472,0.04268346597931567
1.474,0.03979891312775519
1.476,0.036878347244622404
1.478,0.03392435085414701
1.48,0.030939550990664408
1.482,0.02792661571349761
1.484,0.02488825056397336
1.486,0.021827194969569308
1.488,0.018746218600262494
1.49,0.01564811768221757
1.492,0.012535711274015007
1.494,0.009411837510667577
1.496,0.00627934982073044
1.498,0.003141113121832062
1.5,9.184850993605148e-17
1.502,-0.003141113121831878
1.504,-0.006279349820730257
1.506,-0.009411837510667393
1.508,-0.012535711274014823
1.51,-0.01564811768221739
1.512,-0.018746218600262314
1.514,-0.021827194969569128
1.516,-0.02488825056397318
1.518,-0.02792661571349743
1.52,-0.03093955099066423
1.522,-0.033924350854146836
1.524,-0.03687834724462223
1.526,-0.03979891312775502
1.528,-0.0426834659793155
1.53,-0.0455294712075223
1.532,-0.0483344455077785
1.534,-0.05109596014508139
1.536,-0.05381164415947309
1.538,-0.05647918749002021
1.54,-0.05909634401291984
1.542,-0.06166093448945387
1.544,-0.06417084941964127
1.546,-0.06662405179756989
1.548,-0.06901857976453446
1.55,-0.0713525491562421
1.552,-0.07362415594051161
1.554,-0.07583167854203324
1.556,-0.07797348005092793
1.558,-0.08004801031200227
1.56,-0.08205380789176869
1.562,-0.08398950192047366
1.564,-0.08585381380655077
1.566,-0.08764555882110352
1.568,-0.08936364755019721
1.57,-0.09100708721293888
1.572,-0.09257498284350296
1.574,-0.09406653833546358
1.576,-0.09548105734698134
1.578,-0.09681794406559821
1.58,-0.09807670383158515
1.582,-0.09925694361899412
1.584,-0.10035837237376695
1.586,-0.1013808012084515
1.588,-0.10232414345328827
1.59,-0.10318841456362356
1.592,-0.10397373188382039
1.594,-0.10468031426803118
1.596,-0.1053084815584093
1.598,-0.10585865392153108
1.6,-0.10633135104400498
1.602,-0.10672719118844565
1.604,-0.1070468901111834
1.606,-0.1072912598432833
1.608,-0.10746120733663324
1.61,-0.1075577329770622
1.612,-0.10758192896662709
1.614,-0.1075349775774027
1.616,-0.10741814927928436
1.618,-0.10723280074449423
1.62,-0.10698037273165838
1.622,-0.10666238785248956
1.624,-0.10628044822428023
1.6260000000000001,-0.10583623301156879
1.6280000000000001,-0.10533149586050329
1.6300000000000001,-0.10476806222957555
1.6320000000000001,-0.10414782662054761
1.6340000000000001,-0.10347274971353157
1.6360000000000001,-0.10274485541032372
1.6380000000000001,-0.10196622779022015
1.6400000000000001,-0.10113900798266463
1.6420000000000001,-0.10026539096120389
1.6440000000000001,-0.0993476222633261
1.6460000000000001,-0.09838799464087358
1.6480000000000001,-0.09738884464581339
1.6500000000000001,-0.09635254915624207
1.6520000000000001,-0.09528152184758461
1.6540000000000001,-0.09417820961402884
1.6560000000000001,-0.09304508894530164
1.6580000000000001,-0.09188466226395828
1.6600000000000001,-0.09069945422841663
1.6620000000000001,-0.08949200800700632
1.6640000000000001,-0.08826488152835367
1.666,-0.08702064371345129
1.668,-0.08576187069478582
1.67,-0.08449114202792071
1.672,-0.08321103690093477
1.674,-0.08192413034712265
1.676,-0.08063298946636258
1.678,-0.07934016966053455
1.68,-0.0780482108883593
1.682,-0.07675963394500082
1.684,-0.07547693677173142
1.686,-0.07420259080092462
1.688,-0.0729390373415857
1.69,-0.07168868401057167
1.692,-0.0704539012145869
1.694,-0.0692370186879729
1.696,-0.0680403220912218
1.698,-0.06686604967506508
1.7,-0.06571638901489188
1.702,-0.06459347382014755
1.704,-0.06349938082326545
1.706,-0.06243612675255752
1.708,-0.061405665393384934
1.71,-0.06040988474179261
1.712,-0.05945060425466236
1.714,-0.05852957220030653
1.716,-0.05764846311327556
1.718,-0.05680887535700344
1.72,-0.05601232879776809
1.722,-0.05526026259327883
1.724,-0.05455403309903923
1.726,-0.053894911895472845
1.728,-0.05328408393861927
1.73,-0.0527226458370353
1.732,-0.05221160425735761
1.734,-0.05175187446079789
1.736,-0.051344278972653604
1.738,-0.050989546386732525
1.74,-0.050688310306392745
1.742,-0.05044110842370608
1.744,-0.050248381738058505
1.746,-0.050110473915299304
1.748,-0.05002763078835216
1.75,-0.05
1.752,-0.05002763078835215
1.754,-0.05011047391529928
1.756,-0.05024838173805851
1.758,-0.050441108423706034
1.76,-0.05068831030639269
1.762,-0.05098954638673255
1.764,-0.05134427897265354
1.766,-0.051751874460797806
1.768,-0.05221160425735763
1.77,-0.052722645837035204
1.772,-0.053284083938619164
1.774,-0.05389491189547288
1.776,-0.0545540330990391
1.778,-0.055260262593278694
1.78,-0.05601232879776813
1.782,-0.056808875357003276
1.784,-0.0576484631132754
1.786,-0.058529572200306586
1.788,-0.059450604254662184
1.79,-0.060409884741792416
1.792,-0.061405665393384996
1.794,-0.06243612675255732
1.796,-0.06349938082326526
1.798,-0.06459347382014761
1.8,-0.06571638901489167
1.802,-0.06686604967506486
1.804,-0.06804032209122171
1.806,-0.06923701868797282
1.808,-0.07045390121458665
1.81,-0.0716886840105716
1.812,-0.07293903734158562
1.814,-0.07420259080092437
1.816,-0.07547693677173134
1.818,-0.07675963394500074
1.82,-0.07804821088835902
1.822,-0.07934016966053445
1.824,-0.08063298946636249
1.826,-0.08192413034712238
1.828,-0.08321103690093469
1.83,-0.08449114202792063
1.832,-0.08576187069478555
1.834,-0.08702064371345121
1.836,-0.08826488152835368
1.838,-0.08949200800700616
1.84,-0.0906994542284168
1.842,-0.09188466226395826
1.844,-0.09304508894530146
1.846,-0.09417820961402909
1.848,-0.09528152184758461
1.85,-0.096352549156242
1.852,-0.09738884464581356
1.854,-0.09838799464087358
1.856,-0.09934762226332593
1.858,-0.10026539096120404
1.86,-0.1011390079826646
1.862,-0.10196622779021998
1.864,-0.10274485541032395
1.866,-0.10347274971353156
1.868,-0.10414782662054757
1.87,-0.10476806222957567
1.872,-0.10533149586050328
1.874,-0.10583623301156889
1.8760000000000001,-0.10628044822428033
1.8780000000000001,-0.10666238785248952
1.8800000000000001,-0.10698037273165846
1.8820000000000001,-0.10723280074449432
1.8840000000000001,-0.10741814927928431
1.8860000000000001,-0.10753497757740288
1.8880000000000001,-0.10758192896662705
1.8900000000000001,-0.10755773297706216
1.8920000000000001,-0.10746120733663328
1.8940000000000001,-0.10729125984328325
1.8960000000000001,-0.10704689011118335
1.8980000000000001,-0.10672719118844565
1.9000000000000001,-0.10633135104400507
1.9020000000000001,-0.10585865392153102
1.9040000000000001,-0.10530848155840944
1.9060000000000001,-0.10468031426803112
1.9080000000000001,-0.10397373188382031
1.9100000000000001,-0.1031884145636235
1.9120000000000001,-0.10232414345328819
1.9140000000000001,-0.10138080120845142
1.9160000000000001,-0.10035837237376687
1.9180000000000001,-0.09925694361899419
1.92,-0.09807670383158522
1.922,-0.0968179440655983
1.924,-0.09548105734698148
1.926,-0.09406653833546366
1.928,-0.09257498284350307
1.93,-0.09100708721293901
1.932,-0.08936364755019727
1.934,-0.08764555882110364
1.936,-0.08585381380655097
1.938,-0.08398950192047373
1.94,-0.08205380789176883
1.942,-0.08004801031200248
1.944,-0.07797348005092798
1.946,-0.07583167854203338
1.948,-0.07362415594051185
1.95,-0.07135254915624216
1.952,-0.06901857976453463
1.954,-0.06662405179757018
1.956,-0.06417084941964131
1.958,-0.06166093448945403
1.96,-0.05909634401292015
1.962,-0.05647918749002026
1.964,-0.053811644159473274
1.966,-0.05109596014508172
